,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
10632,Feb,1,Friday,Chevrolet,Urban,Monday,Feb,2,Female,Single,29.0,Policy Holder,Sport,more than 69000,0,9,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10633,Feb,2,Saturday,Pontiac,Urban,Thursday,Feb,3,Female,Married,40.0,Policy Holder,Sedan,less than 20000,0,2,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10634,Feb,3,Monday,Toyota,Urban,Friday,Feb,3,Male,Single,26.0,Third Party,Sport,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10635,Feb,3,Monday,Honda,Urban,Friday,Feb,3,Male,Single,38.0,Policy Holder,Sedan,more than 69000,0,7,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision
10636,Feb,3,Friday,Mazda,Urban,Tuesday,Feb,4,Male,Married,38.0,Policy Holder,Sport,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10637,Feb,4,Saturday,Pontiac,Urban,Monday,Feb,5,Female,Single,29.0,Policy Holder,Sport,less than 20000,0,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10638,Feb,4,Saturday,Toyota,Urban,Monday,Mar,4,Male,Married,51.0,Policy Holder,Sedan,less than 20000,0,13,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
10639,Mar,1,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Female,Married,27.0,Policy Holder,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10640,Mar,3,Wednesday,Chevrolet,Urban,Wednesday,Mar,3,Male,Married,47.0,Third Party,Utility,more than 69000,0,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10641,Mar,3,Sunday,Mazda,Urban,Monday,Mar,4,Female,Married,37.0,Policy Holder,Sport,20000 to 29000,0,2,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10642,Mar,2,Wednesday,Honda,Urban,Monday,Mar,2,Male,Married,53.0,Policy Holder,Sedan,30000 to 39000,1,2,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
10643,Mar,4,Wednesday,Pontiac,Urban,Wednesday,Mar,4,Female,Married,26.0,Policy Holder,Sedan,20000 to 29000,0,6,400,1,more than 30,more than 30,2 to 4,2 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10644,Mar,4,Friday,Honda,Urban,Friday,Mar,4,Female,Single,35.0,Policy Holder,Sport,20000 to 29000,0,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10645,Apr,1,Monday,Honda,Urban,Monday,Apr,1,Male,Married,30.0,Policy Holder,Sport,20000 to 29000,0,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10646,Apr,1,Saturday,Pontiac,Urban,Thursday,Apr,3,Female,Married,45.0,Policy Holder,Sport,30000 to 39000,0,11,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10647,Apr,1,Monday,Chevrolet,Urban,Monday,Apr,1,Male,Married,44.0,Policy Holder,Sport,30000 to 39000,0,6,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,1 year,2 vehicles,1995,Liability
10648,Apr,2,Friday,Pontiac,Urban,Tuesday,Apr,2,Female,Single,23.0,Third Party,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
10649,Apr,3,Sunday,Mazda,Rural,Monday,Apr,3,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10650,Apr,3,Tuesday,Ford,Urban,Tuesday,Apr,3,Female,Single,60.0,Third Party,Sedan,less than 20000,0,15,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10651,May,1,Sunday,Chevrolet,Rural,Tuesday,May,1,Male,Married,36.0,Policy Holder,Sedan,30000 to 39000,0,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils
10652,May,1,Friday,Pontiac,Urban,Monday,May,2,Male,Married,37.0,Third Party,Sedan,less than 20000,0,6,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
10653,May,2,Tuesday,Accura,Urban,Tuesday,May,3,Male,Single,32.0,Policy Holder,Sedan,30000 to 39000,0,7,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
10654,Mar,2,Wednesday,Chevrolet,Urban,Friday,Mar,2,Male,Married,51.0,Third Party,Sedan,20000 to 29000,0,5,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10655,Jun,5,Thursday,Honda,Rural,Thursday,Jun,5,Male,Married,53.0,Policy Holder,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10656,Sep,3,Thursday,Mazda,Urban,Monday,Oct,1,Male,Married,42.0,Policy Holder,Sedan,20000 to 29000,0,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,Collision
10657,Sep,3,Wednesday,Chevrolet,Rural,Thursday,Sep,3,Male,Single,45.0,Policy Holder,Sedan,30000 to 39000,0,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10658,Oct,1,Tuesday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,30.0,Policy Holder,Sport,30000 to 39000,0,4,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10659,Oct,5,Saturday,Mazda,Urban,Thursday,Nov,1,Male,Single,33.0,Policy Holder,Sport,30000 to 39000,0,7,500,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Liability
10660,Nov,4,Saturday,Chevrolet,Urban,Monday,Nov,5,Male,Married,30.0,Policy Holder,Sport,30000 to 39000,0,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,3 to 4,1995,Liability
10661,Jan,5,Saturday,Pontiac,Rural,Wednesday,Feb,1,Male,Single,39.0,Policy Holder,Sedan,less than 20000,0,6,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10662,Feb,1,Friday,Honda,Urban,Monday,Feb,1,Male,Single,32.0,Policy Holder,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10663,Feb,3,Saturday,Toyota,Urban,Thursday,Mar,1,Female,Married,27.0,Policy Holder,Sport,20000 to 29000,0,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10664,Feb,3,Sunday,Pontiac,Urban,Monday,Feb,3,Male,Single,34.0,Policy Holder,Sport,20000 to 29000,0,5,700,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10665,Feb,4,Tuesday,Toyota,Urban,Thursday,Feb,4,Male,Married,44.0,Third Party,Sport,20000 to 29000,0,16,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10666,Feb,4,Saturday,Toyota,Urban,Friday,Mar,1,Female,Married,60.0,Policy Holder,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,Internal,3 to 5,no change,1 vehicle,1995,Collision
10667,Mar,2,Wednesday,Honda,Urban,Wednesday,Apr,1,Male,Married,35.0,Policy Holder,Sport,more than 69000,1,9,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10668,Feb,5,Tuesday,Mazda,Urban,Wednesday,Mar,1,Male,Married,41.0,Policy Holder,Sport,20000 to 29000,0,5,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability
10669,Feb,4,Monday,Accura,Urban,Tuesday,Feb,5,Male,Married,46.0,Policy Holder,Sedan,20000 to 29000,0,8,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10670,Mar,1,Thursday,Honda,Urban,Thursday,Mar,1,Male,Single,29.0,Policy Holder,Sedan,20000 to 29000,0,12,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10671,Mar,1,Thursday,Saturn,Urban,Tuesday,Mar,3,Male,Married,37.0,Policy Holder,Sedan,40000 to 59000,0,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10672,Mar,3,Sunday,Mazda,Rural,Monday,Mar,3,Male,Single,33.0,Policy Holder,Sedan,20000 to 29000,0,2,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10673,Mar,3,Sunday,Chevrolet,Urban,Wednesday,Mar,4,Male,Single,29.0,Policy Holder,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10674,Mar,3,Sunday,Mazda,Urban,Friday,Mar,4,Female,Single,32.0,Policy Holder,Sport,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10675,Apr,1,Wednesday,Honda,Urban,Tuesday,Apr,3,Male,Single,43.0,Policy Holder,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10676,Apr,2,Tuesday,Pontiac,Urban,Monday,Apr,3,Male,Married,52.0,Third Party,Sedan,30000 to 39000,0,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10677,Apr,2,Wednesday,Honda,Urban,Wednesday,Apr,2,Male,Married,69.0,Policy Holder,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10678,Mar,2,Thursday,Pontiac,Rural,Tuesday,Mar,3,Male,Married,52.0,Third Party,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10679,Jun,1,Friday,Pontiac,Urban,Friday,Jun,1,Male,Single,35.0,Policy Holder,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10680,Jun,3,Friday,Pontiac,Urban,Tuesday,Jun,3,Male,Married,43.0,Policy Holder,Sedan,30000 to 39000,0,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10681,Jun,5,Wednesday,Chevrolet,Urban,Saturday,Jul,1,Male,Single,21.0,Policy Holder,Sport,20000 to 29000,0,14,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10682,Jun,5,Wednesday,Honda,Urban,Tuesday,Jul,1,Female,Married,30.0,Policy Holder,Sport,20000 to 29000,0,12,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10683,Jun,5,Friday,Toyota,Urban,Tuesday,Jul,1,Female,Married,40.0,Third Party,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10684,Jul,1,Tuesday,Chevrolet,Urban,Tuesday,Jul,1,Male,Married,54.0,Policy Holder,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10685,Jul,3,Tuesday,Pontiac,Urban,Thursday,Jul,3,Male,Married,33.0,Third Party,Sport,20000 to 29000,0,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10686,Sep,2,Monday,Mazda,Urban,Monday,Sep,2,Male,Single,44.0,Policy Holder,Sport,20000 to 29000,0,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10687,Nov,1,Friday,Honda,Urban,Monday,Nov,1,Male,Single,21.0,Policy Holder,Sport,20000 to 29000,0,3,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10688,Nov,2,Thursday,Toyota,Urban,Thursday,Nov,2,Female,Single,39.0,Policy Holder,Sedan,20000 to 29000,0,4,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10689,Nov,3,Saturday,Pontiac,Rural,Monday,Dec,1,Male,Married,36.0,Policy Holder,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
10690,Nov,3,Friday,Pontiac,Urban,Monday,Nov,3,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10691,Mar,2,Thursday,Honda,Urban,Monday,Jul,3,Male,Single,33.0,Policy Holder,Sedan,20000 to 29000,1,13,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10692,Nov,1,Thursday,Chevrolet,Rural,Monday,Nov,1,Male,Married,41.0,Policy Holder,Sedan,more than 69000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10693,Mar,2,Thursday,Mazda,Urban,Thursday,Mar,2,Male,Married,44.0,Third Party,Sport,more than 69000,0,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10694,Aug,2,Friday,Pontiac,Urban,Wednesday,Aug,5,Female,Single,33.0,Policy Holder,Sedan,30000 to 39000,0,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10695,Aug,1,Tuesday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,26.0,Policy Holder,Sport,30000 to 39000,0,13,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10696,Jul,4,Monday,Chevrolet,Rural,Tuesday,Jul,4,Female,Married,26.0,Policy Holder,Sport,20000 to 29000,0,13,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10697,Mar,2,Thursday,Chevrolet,Rural,Thursday,Mar,2,Male,Married,26.0,Third Party,Sedan,20000 to 29000,0,7,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10698,Mar,2,Thursday,Pontiac,Urban,Tuesday,Mar,5,Female,Married,36.0,Policy Holder,Sedan,30000 to 39000,1,10,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1995,Collision
10699,Jul,3,Monday,Honda,Urban,Thursday,Jul,3,Female,Married,33.0,Policy Holder,Sport,20000 to 29000,0,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10700,Jul,2,Wednesday,Honda,Urban,Wednesday,Jul,2,Male,Married,34.0,Policy Holder,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10701,Jul,1,Monday,Dodge,Urban,Tuesday,Sep,2,Male,Married,31.0,Policy Holder,Sport,30000 to 39000,0,8,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1995,Liability
10702,Mar,2,Friday,Toyota,Urban,Monday,Mar,2,Male,Married,39.0,Policy Holder,Sedan,20000 to 29000,1,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10703,Mar,2,Friday,Accura,Urban,Monday,Mar,2,Male,Married,46.0,Policy Holder,Sedan,more than 69000,1,7,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10704,Jul,1,Saturday,Mazda,Urban,Monday,Jul,1,Male,Married,36.0,Policy Holder,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10705,Jun,4,Monday,Toyota,Urban,Monday,Jun,4,Male,Married,77.0,Policy Holder,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision
10706,Jun,4,Friday,Mazda,Urban,Tuesday,Jun,4,Male,Single,27.0,Policy Holder,Sport,30000 to 39000,0,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10707,Jun,3,Saturday,Honda,Urban,Tuesday,Jun,3,Male,Married,31.0,Third Party,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10708,Jun,2,Wednesday,Mazda,Urban,Wednesday,Jun,2,Male,Single,36.0,Policy Holder,Sport,20000 to 29000,0,7,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10709,Mar,2,Friday,Honda,Urban,Monday,Mar,2,Female,Married,41.0,Third Party,Sedan,less than 20000,0,13,400,3,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,All Perils
10710,May,5,Wednesday,Pontiac,Urban,Friday,Jun,1,Female,Single,31.0,Third Party,Sedan,20000 to 29000,1,7,500,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,2 vehicles,1995,Collision
10711,May,2,Saturday,Pontiac,Urban,Monday,May,3,Male,Married,44.0,Policy Holder,Sedan,40000 to 59000,0,16,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10712,May,2,Wednesday,Pontiac,Urban,Thursday,May,2,Male,Married,44.0,Policy Holder,Sedan,20000 to 29000,0,13,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10713,May,1,Saturday,Toyota,Urban,Monday,May,2,Male,Married,44.0,Policy Holder,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10714,Apr,2,Wednesday,Pontiac,Urban,Wednesday,Apr,2,Male,Married,30.0,Policy Holder,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision
10715,Apr,2,Tuesday,Mazda,Urban,Tuesday,Apr,3,Male,Married,50.0,Policy Holder,Sport,30000 to 39000,0,10,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
10716,Apr,2,Friday,Honda,Urban,Tuesday,Apr,3,Male,Married,56.0,Policy Holder,Sport,20000 to 29000,0,10,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
10717,Mar,5,Friday,Pontiac,Urban,Thursday,Apr,1,Male,Married,38.0,Third Party,Sedan,30000 to 39000,0,10,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10718,Mar,4,Monday,Toyota,Urban,Tuesday,Mar,5,Male,Married,35.0,Third Party,Sedan,less than 20000,0,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10719,Mar,3,Monday,Honda,Urban,Wednesday,Apr,2,Male,Married,37.0,Policy Holder,Sport,30000 to 39000,0,12,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10720,Mar,3,Saturday,Accura,Urban,Monday,Mar,3,Male,Single,35.0,Policy Holder,Sedan,30000 to 39000,0,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1995,Collision
10721,Mar,3,Monday,Pontiac,Urban,Tuesday,Mar,4,Female,Single,43.0,Policy Holder,Sport,30000 to 39000,0,13,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10722,Mar,2,Saturday,Toyota,Urban,Tuesday,Mar,3,Male,Married,37.0,Third Party,Sedan,20000 to 29000,0,5,400,2,15 to 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10723,Mar,2,Sunday,Toyota,Urban,Monday,Mar,3,Male,Married,54.0,Policy Holder,Sedan,30000 to 39000,0,3,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10724,Mar,2,Friday,Accura,Urban,Thursday,Mar,5,Male,Married,46.0,Policy Holder,Sedan,more than 69000,1,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
