PolicyNumber,DayOfWeek,WeekOfMonth,Month,Year,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,AccidentArea,NumberOfCars,Fault,PoliceReportFiled,WitnessPresent,Sex,Age,AgeOfPolicyHolder,MaritalStatus,DriverRating,Make,VehicleCategory,VehiclePrice,AgeOfVehicle,BasePolicy,PolicyType,RepNumber,AgentType,Deductible,Days_Policy_Accident,Days_Policy_Claim,NumberOfSuppliments,AddressChange_Claim,PastNumberOfClaims,FraudFound_P
11391,Thursday,4,Nov,1996,Monday,Nov,5,Urban,1 vehicle,Third Party,No,No,Male,35,31 to 35,Married,2,Chevrolet,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,4,External,400,more than 30,more than 30,none,no change,1,0
11392,Friday,4,Mar,1996,Wednesday,Apr,2,Urban,1 vehicle,Policy Holder,Yes,No,Male,47,41 to 50,Married,1,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,3,External,400,more than 30,more than 30,3 to 5,no change,1,0
11393,Sunday,1,Apr,1996,Thursday,Apr,1,Urban,1 vehicle,Third Party,No,No,Male,35,31 to 35,Single,2,Pontiac,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,15,External,400,more than 30,more than 30,none,no change,none,0
11394,Tuesday,2,Apr,1996,Wednesday,Apr,3,Urban,1 vehicle,Policy Holder,Yes,No,Male,26,31 to 35,Single,1,Mazda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,none,no change,none,0
11395,Thursday,2,Apr,1996,Tuesday,Apr,3,Urban,1 vehicle,Policy Holder,No,No,Male,18,21 to 25,Single,1,Chevrolet,Sedan,more than 69000,3 years,All Perils,Sedan - All Perils,16,External,400,more than 30,more than 30,3 to 5,no change,none,0
11396,Wednesday,2,Apr,1996,Wednesday,Apr,3,Urban,1 vehicle,Policy Holder,No,No,Female,35,31 to 35,Married,1,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,5,External,400,more than 30,more than 30,more than 5,no change,none,0
11397,Sunday,5,Jul,1996,Monday,Jul,5,Urban,1 vehicle,Policy Holder,No,No,Female,34,31 to 35,Married,1,Toyota,Sport,more than 69000,7 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,3 to 5,no change,1,0
11398,Wednesday,4,Aug,1996,Thursday,Aug,4,Urban,1 vehicle,Third Party,No,No,Male,54,41 to 50,Married,2,Nisson,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
11399,Monday,5,Aug,1996,Tuesday,Aug,5,Urban,3 to 4,Policy Holder,No,No,Male,37,36 to 40,Married,3,Ford,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,3 to 5,no change,none,0
11400,Friday,2,Oct,1996,Friday,Oct,3,Rural,1 vehicle,Third Party,No,No,Male,32,31 to 35,Married,1,Chevrolet,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11401,Wednesday,5,Nov,1996,Thursday,Dec,3,Urban,1 vehicle,Third Party,No,No,Male,43,36 to 40,Married,3,Pontiac,Sedan,less than 20000,more than 7,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,1 to 2,no change,1,0
11402,Friday,2,Dec,1996,Monday,Dec,2,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Married,1,Honda,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,1 to 2,no change,1,0
11403,Wednesday,3,Dec,1996,Thursday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Female,48,41 to 50,Married,2,Honda,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,11,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
11404,Thursday,2,Dec,1996,Wednesday,Dec,2,Urban,2 vehicles,Policy Holder,No,No,Female,33,31 to 35,Married,1,Mazda,Sedan,less than 20000,6 years,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,none,4 to 8 years,none,0
11405,Saturday,1,Dec,1996,Wednesday,Dec,3,Urban,1 vehicle,Policy Holder,Yes,No,Male,40,36 to 40,Married,2,Chevrolet,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,none,no change,2 to 4,0
11406,Friday,1,Dec,1996,Monday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Male,69,over 65,Married,2,Honda,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
11407,Thursday,5,Nov,1996,Thursday,Dec,4,Urban,1 vehicle,Third Party,No,No,Male,46,41 to 50,Married,3,Toyota,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,none,no change,none,0
11408,Sunday,3,Oct,1996,Tuesday,Oct,3,Rural,1 vehicle,Policy Holder,No,No,Male,43,36 to 40,Married,4,Mazda,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,none,no change,2 to 4,0
11409,Monday,5,Aug,1996,Friday,Sep,2,Urban,1 vehicle,Policy Holder,Yes,No,Female,46,41 to 50,Widow,2,Honda,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,2 to 4,0
11410,Thursday,3,Jul,1996,Thursday,Jul,3,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Married,3,Pontiac,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,none,no change,2 to 4,0
11411,Saturday,2,Apr,1996,Wednesday,Apr,4,Urban,1 vehicle,Policy Holder,No,No,Female,51,41 to 50,Married,3,Pontiac,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,6,External,400,more than 30,more than 30,none,no change,1,1
11412,Sunday,5,Apr,1996,Wednesday,May,1,Urban,1 vehicle,Policy Holder,Yes,No,Male,63,51 to 65,Married,3,Toyota,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,6,Internal,400,more than 30,more than 30,none,no change,more than 4,0
11413,Saturday,2,Apr,1996,Monday,Apr,2,Rural,1 vehicle,Policy Holder,No,No,Male,44,36 to 40,Married,1,Pontiac,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,3,External,400,more than 30,more than 30,none,no change,1,1
11414,Sunday,2,Apr,1996,Thursday,Apr,2,Urban,1 vehicle,Policy Holder,No,No,Male,77,over 65,Married,3,Ford,Sedan,less than 20000,more than 7,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,more than 5,no change,1,0
11415,Saturday,2,Apr,1996,Tuesday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Married,4,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,more than 5,no change,2 to 4,1
11416,Saturday,4,Dec,1996,Tuesday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Male,57,51 to 65,Married,4,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,more than 5,no change,none,0
11417,Sunday,4,Dec,1996,Thursday,Dec,5,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,1,Mazda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11418,Friday,4,Dec,1996,Monday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Married,1,Honda,Sedan,more than 69000,6 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11419,Monday,5,Nov,1996,Monday,Dec,1,Urban,1 vehicle,Policy Holder,No,No,Female,34,31 to 35,Single,3,Pontiac,Sedan,more than 69000,5 years,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
11420,Thursday,4,Nov,1996,Thursday,Nov,4,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,1,Honda,Sport,more than 69000,6 years,Liability,Sedan - Liability,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11421,Friday,2,Nov,1996,Tuesday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Married,1,Toyota,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,12,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11422,Saturday,5,Oct,1996,Tuesday,Nov,2,Urban,1 vehicle,Policy Holder,No,No,Male,64,51 to 65,Married,4,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,6,External,400,more than 30,more than 30,more than 5,no change,none,0
11423,Tuesday,4,Oct,1996,Tuesday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,26,31 to 35,Married,2,Pontiac,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,none,no change,none,0
11424,Sunday,4,Sep,1996,Wednesday,Sep,5,Rural,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Single,2,Pontiac,Utility,more than 69000,more than 7,All Perils,Utility - All Perils,2,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
11425,Friday,4,Sep,1996,Friday,Sep,4,Rural,2 vehicles,Policy Holder,No,No,Female,36,36 to 40,Single,2,Mazda,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,8,External,500,more than 30,more than 30,more than 5,2 to 3 years,1,0
11426,Saturday,2,Sep,1996,Tuesday,Sep,2,Urban,1 vehicle,Policy Holder,No,No,Male,56,51 to 65,Single,2,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,8,External,400,more than 30,more than 30,none,no change,none,0
11427,Tuesday,4,Aug,1996,Tuesday,Aug,4,Urban,1 vehicle,Policy Holder,No,No,Male,38,36 to 40,Married,1,Honda,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,4,External,400,more than 30,more than 30,3 to 5,no change,none,0
11428,Wednesday,3,Aug,1996,Monday,Aug,4,Urban,1 vehicle,Policy Holder,No,No,Male,61,51 to 65,Married,2,Chevrolet,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,3 to 5,no change,1,0
11429,Saturday,5,Jul,1996,Sunday,Sep,1,Urban,1 vehicle,Policy Holder,No,No,Male,44,36 to 40,Married,4,Pontiac,Sport,20000 to 29000,7 years,All Perils,Sport - All Perils,7,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
11430,Thursday,3,Jun,1996,Tuesday,Jun,5,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Married,2,Chevrolet,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,3 to 5,no change,none,0
11431,Friday,2,Jun,1996,Thursday,Jun,3,Rural,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Married,2,Toyota,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
11432,Saturday,4,May,1996,Wednesday,May,4,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,3,Accura,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,4,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
11433,Monday,1,May,1996,Wednesday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,34,31 to 35,Married,1,Pontiac,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11434,Saturday,5,Apr,1996,Monday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,46,41 to 50,Married,1,Mazda,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11435,Sunday,3,Apr,1996,Monday,Apr,4,Rural,1 vehicle,Third Party,No,No,Male,60,51 to 65,Married,2,Mazda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,none,no change,none,0
11436,Sunday,2,Apr,1996,Monday,Apr,3,Rural,1 vehicle,Third Party,No,No,Male,30,31 to 35,Single,2,Mazda,Sport,more than 69000,6 years,Collision,Sport - Collision,6,External,400,more than 30,more than 30,more than 5,no change,1,0
11437,Wednesday,4,Mar,1996,Friday,Apr,1,Urban,1 vehicle,Third Party,No,No,Male,43,36 to 40,Married,2,Mazda,Sedan,more than 69000,more than 7,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
11438,Friday,1,Sep,1996,Tuesday,Sep,1,Urban,1 vehicle,Third Party,No,No,Male,49,41 to 50,Married,3,Mazda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,5,External,400,none,8 to 15,none,no change,none,0
11439,Thursday,1,Sep,1996,Thursday,Sep,1,Urban,1 vehicle,Third Party,No,No,Male,44,36 to 40,Married,2,Ford,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,more than 5,no change,1,0
11440,Monday,3,Sep,1996,Monday,Sep,3,Urban,3 to 4,Policy Holder,No,No,Female,31,31 to 35,Married,4,Pontiac,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,none,no change,2 to 4,0
11441,Sunday,5,Jan,1996,Thursday,Feb,1,Urban,1 vehicle,Third Party,No,No,Male,32,31 to 35,Married,2,Honda,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,4,External,400,more than 30,more than 30,1 to 2,no change,1,0
11442,Wednesday,2,Mar,1996,Tuesday,Mar,4,Urban,1 vehicle,Third Party,No,No,Male,55,41 to 50,Married,1,Pontiac,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,more than 5,no change,1,0
11443,Tuesday,4,May,1996,Tuesday,May,4,Rural,1 vehicle,Policy Holder,No,No,Male,44,36 to 40,Married,4,Pontiac,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,9,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
11444,Thursday,3,May,1996,Tuesday,May,4,Urban,1 vehicle,Third Party,No,No,Male,35,31 to 35,Single,4,Chevrolet,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,more than 5,no change,1,0
11445,Monday,1,Jul,1996,Monday,Jul,1,Urban,1 vehicle,Third Party,No,No,Female,27,31 to 35,Married,2,Chevrolet,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,1 to 2,no change,1,0
11446,Saturday,2,Oct,1996,Wednesday,Nov,4,Urban,2 vehicles,Policy Holder,No,No,Male,42,36 to 40,Married,3,Chevrolet,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,more than 5,4 to 8 years,2 to 4,0
11447,Friday,5,Sep,1996,Monday,Oct,1,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,3,Honda,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11448,Monday,2,Apr,1996,Wednesday,Apr,4,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Married,4,Accura,Sedan,40000 to 59000,more than 7,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,1
11449,Monday,2,May,1996,Wednesday,Jun,2,Urban,1 vehicle,Third Party,No,No,Male,29,31 to 35,Married,2,Pontiac,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
11450,Thursday,1,May,1996,Thursday,May,1,Urban,1 vehicle,Third Party,No,No,Male,42,36 to 40,Married,3,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,none,no change,1,0
11451,Monday,2,Apr,1996,Tuesday,Apr,4,Urban,1 vehicle,Policy Holder,No,No,Male,35,31 to 35,Married,2,Honda,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,16,External,400,more than 30,more than 30,1 to 2,no change,none,1
11452,Sunday,1,Sep,1996,Thursday,Sep,2,Urban,1 vehicle,Policy Holder,No,No,Male,77,over 65,Married,1,Pontiac,Sport,less than 20000,more than 7,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
11453,Sunday,1,Sep,1996,Friday,Sep,2,Urban,1 vehicle,Policy Holder,No,No,Male,43,36 to 40,Married,4,Honda,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,1 to 2,no change,1,0
11454,Friday,5,Sep,1996,Thursday,Oct,1,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Married,2,Ford,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,none,no change,2 to 4,0
11455,Monday,4,Dec,1996,Thursday,Dec,5,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Single,3,Mazda,Sport,30000 to 39000,5 years,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,3 to 5,no change,1,0
11456,Tuesday,3,Feb,1996,Monday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Married,4,Accura,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,none,no change,more than 4,0
11457,Friday,3,Feb,1996,Wednesday,Mar,1,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Single,3,Accura,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,more than 5,no change,none,0
11458,Thursday,2,Jul,1996,Friday,Aug,1,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Married,3,Pontiac,Sedan,40000 to 59000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,none,0
11459,Tuesday,1,Aug,1996,Monday,Aug,2,Urban,1 vehicle,Third Party,No,No,Male,38,36 to 40,Single,3,Pontiac,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,none,0
11460,Wednesday,3,Jul,1996,Monday,Jul,4,Rural,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,2,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11461,Monday,2,Apr,1996,Thursday,May,1,Urban,1 vehicle,Third Party,No,No,Female,60,51 to 65,Married,3,Mazda,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11462,Monday,2,Apr,1996,Tuesday,Apr,3,Urban,1 vehicle,Third Party,No,No,Male,29,31 to 35,Married,2,Ford,Sedan,40000 to 59000,6 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,none,no change,2 to 4,0
11463,Monday,2,Dec,1996,Tuesday,Dec,3,Urban,1 vehicle,Third Party,No,No,Female,44,36 to 40,Single,2,Toyota,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,3 to 5,no change,1,0
11464,Tuesday,1,Dec,1996,Thursday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Female,51,41 to 50,Married,3,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,3 to 5,no change,1,0
11465,Thursday,2,May,1996,Friday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Single,1,Pontiac,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11466,Friday,2,May,1996,Thursday,Jun,1,Urban,1 vehicle,Policy Holder,No,No,Male,47,41 to 50,Married,4,Mazda,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,none,no change,2 to 4,0
11467,Monday,1,Apr,1996,Tuesday,Apr,1,Urban,2 vehicles,Policy Holder,No,No,Male,50,41 to 50,Married,1,Chevrolet,Sedan,more than 69000,5 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,none,1 year,1,0
11468,Wednesday,3,Apr,1996,Thursday,Apr,4,Urban,1 vehicle,Policy Holder,No,No,Male,55,41 to 50,Married,1,Honda,Sedan,more than 69000,new,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,none,no change,2 to 4,0
11469,Friday,2,Apr,1996,Monday,Apr,2,Urban,1 vehicle,Policy Holder,No,No,Female,28,31 to 35,Single,2,Mazda,Sedan,30000 to 39000,6 years,Collision,Sedan - Collision,3,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
11470,Thursday,2,Apr,1996,Friday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,61,51 to 65,Married,4,Chevrolet,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,none,no change,more than 4,0
11471,Sunday,2,May,1996,Friday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Single,4,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,15,External,700,more than 30,more than 30,none,no change,2 to 4,0
11472,Monday,2,May,1996,Wednesday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,35,31 to 35,Married,2,Saab,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,more than 5,no change,1,0
11473,Thursday,1,Aug,1996,Monday,Aug,2,Urban,1 vehicle,Third Party,No,No,Male,28,31 to 35,Single,4,Mazda,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,none,no change,none,0
11474,Friday,4,Jul,1996,Monday,Jul,4,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,4,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,more than 4,0
11475,Friday,1,Aug,1996,Wednesday,Aug,3,Urban,1 vehicle,Third Party,No,No,Male,57,51 to 65,Married,4,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,more than 5,no change,none,0
